,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
2007 - Jenkins Philip & Scott Tim,2007,1,0,0,3.22,0,0,0,0,0,0
2007 - Jewers Simon & Westerby Allen,2007,1,0,0,0,0,0,0,21.62,0,0
2007 - Jewers & Westerby,2007,1,0,3.42,0,0,0,0,0,0,0
2007 - Johnston Stuart & Wahl Don,2007,1,0,0,0,0,33.28,0,0,0,0
2007 - Jones Chris & Stone Kathryn,2007,1,2.72,0,0,0,0,0,0,0,0
2007 - Jones Paul,2007,2,2.03,2.8,0,0,0,0,0,0,0
2007 - Jones Steven & Lewis Gavin,2007,2,0,3.17,4.2,0,0,0,0,0,0
2007 - Jordan Aaron,2007,1,1.97,0,0,0,0,0,0,0,0
2007 - Jordan Ian & Landers Gary,2007,2,2.78,0,4.27,0,0,0,0,0,0
2007 - Kantsedikas Ilia & Ko Brendan,2007,5,3.02,4.1,4.48,0,0,22.88,0,0,0
2007 - Kavanagh John & Price Nicholas,2007,1,0,0,0,0,22.93,0,0,0,0
2007 - Kay Philip & Mackenzie Mark,2007,1,0,0,0,0,0,21.25,0,0,0
2007 - Kay Pip & MacKenzie Mark,2007,2,0,3.48,4.45,0,0,0,0,0,0
2007 - Kell Christopher,2007,1,0,0,0,7.07,0,0,0,0,0
2007 - Kelley Thomas & Silcock James,2007,1,0,0,0,0,0,17.85,0,0,0
2007 - Kelley Tom & Silcock James,2007,2,0,2.8,3.53,0,0,0,0,0,0
2007 - Kelly Alun & Vereker Nicholas,2007,1,0,3.32,0,0,0,0,0,0,0
2007 - Kelly Nanette & Wetherall Kimberley,2007,1,2.17,0,0,0,0,0,0,0,0
2007 - Kent Craig & Lai Simon,2007,2,0,0,4.65,0,0,22.95,0,0,0
2007 - Kent Richard,2007,2,2,0,3.47,0,0,0,0,0,0
2007 - Kerr-Shaw Ben & Lucas Ed,2007,1,0,0,3.38,0,0,0,0,0,0
2007 - Kerr-Shaw Ben & Melley Matthew,2007,2,2.22,2.72,0,0,0,0,0,0,0
2007 - Kerr-Shaw Benjamin & Lucas Edward,2007,1,0,0,0,0,21.47,0,0,0,0
2007 - King James,2007,1,2.02,0,0,0,0,0,0,0,0
2007 - Knight robert,2007,5,2.37,3.07,4.12,6.53,0,0,0,0,0
2007 - Laker Martin & Wilson Adam,2007,1,0,0,0,0,23.72,0,0,0,0
2007 - Lambert Michael,2007,1,2.08,0,0,0,0,0,0,0,0
2007 - Lange Ollie & Mainprize Tom,2007,1,0,2.53,0,0,0,0,0,0,0
2007 - Lanighan Paul & Stanley Bryn,2007,2,0,2.37,3.15,0,0,0,0,0,0
2007 - Lanighani Paul & Stanley Bryn,2007,1,1.8,0,0,0,0,0,0,0,0
2007 - Lankaster James & Trow Rory,2007,2,2.52,0,0,6.83,0,0,0,0,0
2007 - Larsen Lasse & Nielsen Paul Erik,2007,1,0,0,0,0,0,0,19.23,0,0
2007 - Laxton Rowan,2007,1,2.77,0,0,0,0,0,0,0,0
2007 - Leitch James,2007,2,2.37,3.35,0,0,0,0,0,0,0
2007 - Lenett Nye & Roberts Alex,2007,2,0,2.97,3.8,0,0,0,0,0,0
2007 - Levett Nye & Roberts Alex,2007,1,0,0,0,0,0,19.73,0,0,0
2007 - Lipscombe Richard & Pickett Emma,2007,3,0,0,5.2,8.38,0,23.38,0,0,0
2007 - Littlehales kevin & Siegel Dave,2007,1,0,0,3.85,0,0,0,0,0,0
2007 - Lo Helen & Lo Joseph,2007,4,0,2.95,3.97,6.5,24.33,0,0,0,0
2007 - Lodge Theron,2007,2,2.13,2.92,0,0,0,0,0,0,0
2007 - Lorenz Marc,2007,1,1.87,0,0,0,0,0,0,0,0
2007 - Love David & Smith Kristian,2007,2,0,3.1,3.95,0,0,0,0,0,0
2007 - Lovell Richard & Watson Jean,2007,1,0,0,3.62,0,0,0,0,0,0
2007 - Lovell Stuart & Underhill-Rose Mick,2007,6,2.13,2.85,3.65,6.08,22.18,0,0,0,0
2007 - Lucas Dominique,2007,1,2.53,0,0,0,0,0,0,0,0
2007 - Lummes Ryan & Parkinson Austin,2007,1,0,0,0,0,21.67,0,0,0,0
2007 - Marquardt Sonia & Pender Kieren,2007,1,0,3.67,0,0,0,0,0,0,0
2007 - Marshall Peter & Marshall Pierre,2007,2,2.63,3.65,0,0,0,0,0,0,0
2007 - Martin Sean,2007,2,0,2.7,0,0,0,0,0,0,18.42
2007 - Mason Al,2007,1,0,0,0,6.75,0,0,0,0,0
2007 - Mason Al & Zelaya Caroline,2007,1,0,0,4.63,0,0,0,0,0,0
2007 - Mason Norman & Seth-Kapoor Shabhanaa,2007,2,2.22,2.85,0,0,0,0,0,0,0
2007 - Matterson matt,2007,1,2.5,0,0,0,0,0,0,0,0
2007 - May Deborah,2007,3,3.13,3.92,0,0,0,0,0,0,24.23
2007 - Maycock Andrew,2007,2,0,2.5,3.28,0,0,0,0,0,0
2007 - McColley Tony,2007,1,0,0,5.4,0,0,0,0,0,0
2007 - McCormack Anna & Odell Sarah,2007,1,0,3.22,0,0,0,0,0,0,0
2007 - McGichen Neil & Rollings Nathan,2007,1,0,0,0,0,21.88,0,0,0,0
2007 - McKeand Graham,2007,1,2.03,0,0,0,0,0,0,0,0
2007 - Mead Antony & Palmer Clive,2007,1,0,0,0,0,34.93,0,0,0,0
2007 - Metcalfe Vicky & Thomas Sian,2007,5,2.57,3.37,4.3,6.85,0,0,0,0,0
2007 - Metcalfe Vicky & Thomas Sian Louise,2007,1,0,0,0,0,26.1,0,0,0,0
2007 - Mibank Chris,2007,1,2.5,0,0,0,0,0,0,0,0
2007 - Millar David,2007,2,1.88,2.53,0,0,0,0,0,0,0
2007 - Mills Matthew,2007,1,2.03,0,0,0,0,0,0,0,0
2007 - Missen Stan,2007,1,1.8,0,0,0,0,0,0,0,0
2007 - Missen Stan & Simmons Tom,2007,1,0,2.42,0,0,0,0,0,0,0
2007 - Moran Jayne & Moran Mick,2007,1,2.35,0,0,0,0,0,0,0,0
2007 - Moseley Joanne & Parkin Steven,2007,1,0,0,0,0,0,0,28.68,0,0
2007 - Muller Graham,2007,2,0,3.63,4.8,0,0,0,0,0,0
2007 - Murphy Adam,2007,2,2.53,3.4,0,0,0,0,0,0,0
2007 - Murphy Dom,2007,1,2.72,0,0,0,0,0,0,0,0
2007 - Murphy Joseph & Searle Benjamin,2007,4,2.97,0,4.7,7.73,0,23.17,0,0,0
2007 - Murphy Melanie & Warland Graham,2007,1,2.52,0,0,0,0,0,0,0,0
2007 - Musgrove Marc,2007,1,2.57,0,0,0,0,0,0,0,0
2007 - Myatt Huw & Rigge Chris,2007,2,0,3.68,4.25,0,0,0,0,0,0
2007 - Myatt Huw & Rigge Christopher,2007,1,0,0,0,0,0,19.82,0,0,0
2007 - Nadal Mick & Walker Bethany,2007,2,2.4,2.98,0,0,0,0,0,0,0
2007 - Nercessian Anthony,2007,2,2.35,3.03,0,0,0,0,0,0,0
2007 - Nercessian Antony,2007,1,0,0,0,0,0,0,0,0,20.38
2007 - Newbutt Brian & Oliver George,2007,5,2.35,3.05,3.88,6.77,0,0,0,0,0
2007 - Nobbs Dean & Oxby Martyn,2007,3,2.23,0,4.3,6.15,0,0,0,0,0
2007 - O'Bryne Dominic & Paterson Tom,2007,3,3.07,4.32,5.48,0,0,0,0,0,0
2007 - Papworth-Smith James & Ratcliffe Nick,2007,2,0,0,3.97,0,0,19.53,0,0,0
2007 - Parker D & Pedlar Dave,2007,1,0,2.2,0,0,0,0,0,0,0
2007 - Peake Owen,2007,1,2.05,0,0,0,0,0,0,0,0
2007 - Pearse Philip & Pearse Tim,2007,5,1.87,2.42,3.1,5.17,0,0,0,0,0
2007 - Pearse Philip & Pearse Timothy,2007,1,0,0,0,0,0,15.82,0,0,0
2007 - Pearson Simon & Smith Nick,2007,2,0,0,4.77,0,0,24.8,0,0,0
2007 - Pedlar Dave,2007,1,1.82,0,0,0,0,0,0,0,0
2007 - Pedlar Dave & West Stuart,2007,2,0,0,2.88,0,18.68,0,0,0,0
2007 - Pedley Matthew,2007,1,2.58,0,0,0,0,0,0,0,0
2007 - Pedley Matthew & Saunders Mark,2007,3,0,0,3.97,6.23,24.02,0,0,0,0
2007 - Pender Kieren,2007,1,0,0,5.18,0,0,0,0,0,0
2007 - Perkins Richard & Yates Jay,2007,1,2.35,0,0,0,0,0,0,0,0
2007 - Peters Mark,2007,1,0,0,0,0,0,0,0,0,21.82
2007 - Peyto Evelyn,2007,1,0,3.88,0,0,0,0,0,0,0
2007 - Phillp Mike & Taylor Mark,2007,2,2.13,0,3.65,0,0,0,0,0,0
2007 - Pigott Mike,2007,2,2.25,2.92,0,0,0,0,0,0,0
2007 - Poole Robert,2007,1,2.02,0,0,0,0,0,0,0,0
2007 - Preston Chris,2007,6,2,2.62,3.43,5.55,0,0,0,0,0
2007 - Price Stephen & Wilkens Paul,2007,2,2.17,2.77,0,0,0,0,0,0,0
2007 - Probert nathan & Smith James,2007,4,2.53,0,4.17,6.38,0,19.72,0,0,0
2007 - Purchas Mike & Unwin Nigel,2007,3,2.02,2.6,3.42,0,0,0,0,0,0
2007 - Purves Eleanor & Turner Charlotte,2007,2,0,4.32,5.18,0,0,0,0,0,0
2007 - Quinton Stuart & Zelaya Caroline,2007,1,2.32,0,0,0,0,0,0,0,0
2007 - Rainey a,2007,1,2.05,0,0,0,0,0,0,0,0
2007 - Ralph Tim,2007,1,2.17,0,0,0,0,0,0,0,0
2007 - Rance Steve,2007,1,2.22,0,0,0,0,0,0,0,0
2007 - Reif Fred & Yates Paul,2007,5,1.83,2.48,3.32,5.28,0,0,0,0,0
2007 - Reif Frederick & Yates Paul,2007,1,0,0,0,0,0,16.35,0,0,0
2007 - Revilla Ferran & Tonkin Mike,2007,3,2.05,2.73,3.5,0,0,0,0,0,0
2007 - Rippington Samantha,2007,6,2.17,2.82,3.75,6.42,0,0,0,0,19.62
2007 - Robertson Duncan,2007,2,2.42,3.1,0,0,0,0,0,0,0
2007 - Rogers Norman & Williams Colin,2007,1,0,0,0,0,24.7,0,0,0,0
2007 - Rooks Rob,2007,1,2.45,0,0,0,0,0,0,0,0
2007 - Rosedale Rupert,2007,1,0,0,0,7.27,0,0,0,0,0
2007 - Rosedale Rupert & Stansbury Katlyn,2007,1,0,0,4.22,0,0,0,0,0,0
2007 - Rudd Dave,2007,2,0,0,3.87,6.07,0,0,0,0,0
2007 - Salvesen Tom & Wade Charles,2007,1,0,0,0,0,27.28,0,0,0,0
2007 - Salvesen Tom & Wade Charlie,2007,1,3,0,0,0,0,0,0,0,0
2007 - Sams Kev & Stanners Andy,2007,1,2.62,0,0,0,0,0,0,0,0
2007 - Sander keith,2007,1,2.17,0,0,0,0,0,0,0,0
2007 - Sanderson Amanda & Sutton Luke,2007,4,2.38,0,4.07,6.42,0,20.37,0,0,0
2007 - Sawyer Robin & Sharp Chris,2007,2,0,0,3.88,6.22,0,0,0,0,0
2007 - Schwetlick Benedict & Stevens Harry,2007,4,0,4.02,4.75,7.65,0,23.2,0,0,0
2007 - Sharp Chris,2007,1,0,0,0,0,0,0,0,0,20.9
2007 - Sharpe Tom,2007,2,1.87,2.53,0,0,0,0,0,0,0
2007 - Shelley James & Skuse Ben,2007,1,0,0,0,0,0,0,28.98,0,0
2007 - Shelley Piran & Turner Tristram,2007,6,1.73,2.3,3,4.95,17.05,0,0,0,0
2007 - Shipman Matthew & Starey Thomas,2007,1,0,0,0,0,0,29.85,0,0,0
2007 - Simmons Andrew,2007,1,3.33,0,0,0,0,0,0,0,0
2007 - Simmons Hannah,2007,1,2.68,0,0,0,0,0,0,0,0
2007 - Simmons Hannah & Webster James,2007,1,0,2.87,0,0,0,0,0,0,0
2007 - Simpson Keith & Toomey Paul,2007,1,2.15,0,0,0,0,0,0,0,0
2007 - Sivertsen Ommund,2007,6,2.23,2.88,3.68,6.32,0,0,0,0,21.07
2007 - Smith Ben & Vereker Nicholas,2007,1,0,0,4.35,0,0,0,0,0,0
2007 - Smith Howard,2007,1,2.87,0,0,0,0,0,0,0,0
2007 - Smith Isobel & Smith Naomi,2007,2,2.32,2.9,0,0,0,0,0,0,0
2007 - Smith John,2007,1,0,0,0,0,0,0,0,0,24.85
2007 - Smith Kristian & Vereker Nicholas,2007,1,2.3,0,0,0,0,0,0,0,0
2007 - Smythe James,2007,2,0,0,3.37,0,0,0,0,0,17.23
2007 - Spurr Andrew & Thornton Ian,2007,3,0,3.05,4.03,0,23.63,0,0,0,0
2007 - Stagg Richard,2007,1,0,2.88,0,0,0,0,0,0,0
2007 - Stanley Oliver & Townshend Harry,2007,6,2.67,3.28,4.17,7.1,26.02,0,0,0,0
2007 - Stanway Peter,2007,2,2.45,3.42,0,0,0,0,0,0,0
2007 - Stonehouse Graham,2007,2,2.33,3.07,0,0,0,0,0,0,0
2007 - Stuart Brian & Stuart Chris,2007,1,0,3.12,0,0,0,0,0,0,0
2007 - Stuart Peter,2007,3,2.37,0,4.07,6.6,0,0,0,0,0
2007 - Stuart Peter & Woodhead Darrell,2007,1,0,0,0,0,22.98,0,0,0,0
2007 - Sutherland Bob & Sutherland Liz,2007,1,0,0,5.47,0,0,0,0,0,0
2007 - Sutherland Robert & Whitaker William,2007,1,0,0,0,0,35.93,0,0,0,0
2007 - Taylor Douglas,2007,1,0,0,3.97,0,0,0,0,0,0
2007 - Thomas Georgia,2007,5,2.7,3.23,4.33,7.45,0,0,0,0,0
2007 - Thompson James & Winfield Matt,2007,1,0,0,0,0,24.87,0,0,0,0
2007 - Thrower Shaun,2007,3,0,2.62,3.22,0,0,0,0,0,16.47
2007 - Tomkins Ken & Tomkins Naomi,2007,1,0,0,0,7.37,0,0,0,0,0
2007 - Tomkins Kenneth & Tomkins Naomi,2007,1,0,0,0,0,26.2,0,0,0,0
2007 - Tompkins Terry,2007,1,2.43,0,0,0,0,0,0,0,0
2007 - Trew Tim,2007,1,0,0,0,0,0,0,0,0,18.5
2007 - Trew Timothy,2007,1,0,0,0,6.05,0,0,0,0,0
2007 - Tsang Thomas,2007,2,0,0,4.47,7.2,0,0,0,0,0
2007 - Tuffley Nigel,2007,1,2.65,0,0,0,0,0,0,0,0
2007 - Vincent Fiona & Vincent Mike,2007,1,0,0,0,0,18.62,0,0,0,0
2007 - Warland Carl,2007,1,2.62,0,0,0,0,0,0,0,0
2007 - Watson Jean,2007,1,2.58,0,0,0,0,0,0,0,0
2007 - Webb Tim,2007,5,2.52,3.43,4.83,7.73,0,0,0,0,0
2007 - Webster James,2007,1,2.35,0,0,0,0,0,0,0,0
2007 - Wells Paul,2007,1,1.88,0,0,0,0,0,0,0,0
2007 - West Stuart,2007,2,1.8,2.28,0,0,0,0,0,0,0
2007 - Weston Jennifer & Whitaker Bill,2007,5,3.55,4.53,5.9,8.95,0,0,0,0,0
2007 - Wheeler Adrian,2007,1,2.52,0,0,0,0,0,0,0,0
2007 - White Michael,2007,1,2.08,0,0,0,0,0,0,0,0
2007 - Wilkes Peter,2007,1,2.22,0,0,0,0,0,0,0,0
2007 - Willis Sam & Willis Stephen,2007,5,2.02,2.85,3.53,6.05,0,0,0,0,0
2007 - Wilson Charles,2007,2,2.9,3.65,0,0,0,0,0,0,0
2007 - Wood David,2007,1,2.53,0,0,0,0,0,0,0,0
2007 - Woods Edward,2007,1,0,0,0,0,0,0,0,0,28.37
2007 - Yates Jon,2007,1,2.07,0,0,0,0,0,0,0,0
2008 - Abbott Adrian & Newbery Michael,2008,1,0,0,0,0,23.67,0,0,0,0
2008 - Abbotts Adrian & Newbery Michael,2008,5,2.35,3.05,4.12,6.32,0,0,0,0,0
2008 - Adie Fiona & Simmons Anastasia,2008,1,0,0,0,0,0,23.78,0,0,0
2008 - Adie Fiona & Simmons Anna,2008,2,2.73,3.5,0,0,0,0,0,0,0
2008 - Alexander Mark,2008,1,2.32,0,0,0,0,0,0,0,0
2008 - Alsop Oliver & Clayton -Payne Alexander,2008,1,0,0,0,0,0,23.95,0,0,0
2008 - Alsop Olly & Clayton-P Alex,2008,5,3.32,3.75,4.92,7.23,0,0,0,0,0
2008 - Appleby Paul,2008,5,2.03,2.65,3.57,5.45,0,0,0,0,0
2008 - Apps Dave & Hainge Steve,2008,2,2.32,0,0,0,24.42,0,0,0,0
2008 - Arbour Andrew & Daniels Chris,2008,2,0,0,4.4,6.8,0,0,0,0,0
2008 - Archer Barry & Sausins Martin,2008,1,0,0,0,0,0,0,27.58,0,0
2008 - Archondakis Alan & Keeble James,2008,3,2.15,2.72,3.7,0,0,0,0,0,0
2008 - Atherton Paul,2008,1,3.02,0,0,0,0,0,0,0,0
2008 - Auld Alison & Davies Bethan,2008,6,2.25,2.98,4.03,6.23,22.53,0,0,0,0
2008 - Baker Ben & Symmington Luke,2008,1,0,0,4.15,0,0,0,0,0,0
2008 - Baker Paul,2008,1,0,2.53,0,0,0,0,0,0,0
2008 - Baker Paul & Nicholson Andy,2008,1,0,0,0,0,19.6,0,0,0,0
2008 - Baker Paul & Nickolson Andy,2008,3,1.85,0,3.3,5.17,0,0,0,0,0
2008 - Baker Steve,2008,1,1.75,0,0,0,0,0,0,0,0
2008 - Ball Tom & Eaton Tom,2008,1,0,0,0,0,0,25,0,0,0
2008 - Balm Anna & Mason Claire,2008,3,2.7,0,4.58,0,0,25.77,0,0,0
2008 - Bannister Michael & Jordan Tina,2008,1,2.35,0,0,0,0,0,0,0,0
2008 - Bannister Michael & Linnell Louise,2008,1,0,2.85,0,0,0,0,0,0,0
2008 - Bannister Peter & Jordan Dean,2008,2,2.13,2.7,0,0,0,0,0,0,0
2008 - Barber geoff & Elmhirst Orlando,2008,1,0,3.37,0,0,0,0,0,0,0
2008 - Barker Graham & Fone Andrew,2008,2,0,0,4.53,7.03,0,0,0,0,0
2008 - Barker Michael & Jones Matthew,2008,1,0,0,0,0,0,19.62,0,0,0
2008 - Barker Mike & Jones Matthew,2008,2,2.22,2.85,0,0,0,0,0,0,0
2008 - Barratt Amelia & Mccullough Phoebe,2008,2,0,0,5.13,0,0,26.78,0,0,0
2008 - Barrow Jonathan & Mumby Oliver,2008,1,0,0,0,0,0,20.03,0,0,0
2008 - Barrow Jonathan & Murphy Oliver,2008,1,0,0,0,6.45,0,0,0,0,0
2008 - Barry Michael & Edwards Susan,2008,1,2.47,0,0,0,0,0,0,0,0
2008 - Bartoli Michael & Murphy Adam,2008,3,0,2.87,3.83,6.05,0,0,0,0,0
2008 - Bashford Fraser & Merrett Will,2008,1,0,0,0,0,0,20.3,0,0,0
2008 - Bashford Frazer & Merrett Will,2008,1,0,3.4,0,0,0,0,0,0,0
2008 - Bassett Chloe & Unwin Aliza,2008,1,3.1,0,0,0,0,0,0,0,0
2008 - Bassett Chloe & Unwin Eliza,2008,1,0,0,0,0,0,26.95,0,0,0
2008 - Batten Hannah & Thomas Fiona,2008,1,3.15,0,0,0,0,0,0,0,0
2008 - Battison Gail & Toomey Paul,2008,1,0,2.88,0,0,0,0,0,0,0
2008 - Batty Oliver & Jones William,2008,3,2.52,3.28,0,0,0,22.13,0,0,0
2008 - Baugh Bill,2008,1,0,0,0,0,0,0,0,0,18.78
2008 - Baxter Michael & Jelf Richard,2008,1,0,0,0,0,25.93,0,0,0,0
2008 - Baxter Mike & Jelf Richard,2008,5,2.48,3.25,5.35,6.77,0,0,0,0,0
2008 - Bean James & Valance Gary,2008,5,2.28,3,3.88,6.15,0,0,0,0,0
2008 - Bean James & Vallance Gary,2008,1,0,0,0,0,24.42,0,0,0,0
2008 - Beazley Danny,2008,1,0,0,3.2,0,0,0,0,0,0
2008 - Bentail George & Chappel Jeremy,2008,3,2.7,3.43,0,7.1,0,0,0,0,0
2008 - Bentall George & Chappel Jeremy,2008,1,0,0,0,0,0,25.32,0,0,0
2008 - Berrow Adrian & Booth Graham,2008,3,2.15,2.92,0,6.13,0,0,0,0,0
2008 - Betteridge Zoe & Knott Robert,2008,5,1.95,2.58,3.48,5.53,0,0,0,0,0
2008 - Betts Steve & Stobbart Dan,2008,1,0,0,4.15,0,0,0,0,0,0
2008 - Beverly George & Curtis David,2008,6,2.43,3.18,4.03,6.18,0,19.9,0,0,0
2008 - Bexer James & Grisham Peter,2008,1,2.07,0,0,0,0,0,0,0,0
2008 - Beyer James,2008,1,0,0,3.95,0,0,0,0,0,0
2008 - Bickerdike G & Valletta Charlotte,2008,5,2.7,3.67,4.58,7.07,0,0,0,0,0
2008 - Bickerdike Georgina & Valletta Charlotte,2008,1,0,0,0,0,0,25.33,0,0,0
2008 - Bickerdike Harry & Taylor Samuel,2008,6,2.35,3.1,3.98,6.35,0,21.6,0,0,0
2008 - Biffin Andrew & Loe Chris,2008,1,2.55,0,0,0,0,0,0,0,0
2008 - Bilsland Robbie & Livingstone Tom,2008,4,2.8,3.53,0,7.12,0,23.82,0,0,0
2008 - Binion Wade & Harras John mark,2008,1,0,0,0,0,24,0,0,0,0
2008 - Birch Kathi & Hewett Earl,2008,2,2.2,0,0,0,22.27,0,0,0,0
2008 - Birch Kathi & Hewitt Earl,2008,4,0,2.87,3.92,6.05,0,0,0,0,0
2008 - Bird Jon & Trickett Adrian,2008,1,1.87,0,0,0,0,0,0,0,0
2008 - Bird Simon & Lauder Daniel,2008,1,0,0,0,0,0,0,21.82,0,0
2008 - Blackburn Kieron & Caldwell Bruce,2008,2,2.32,0,0,6.33,0,0,0,0,0
2008 - Blackman Bruce,2008,1,2.05,0,0,0,0,0,0,0,0
2008 - Blackswell Stephen,2008,5,2.15,2.78,3.63,5.57,0,0,0,0,0
2008 - Blackwell Oliver,2008,1,2.02,0,0,0,0,0,0,0,0
2008 - Blatchley Anthony & Blatchley Ian,2008,5,2.3,2.95,3.92,6.47,0,0,0,0,0
2008 - Blyth Duncan,2008,5,1.72,2.27,3.08,4.67,0,0,0,0,0
2008 - Bond Alexi & Paine Howard,2008,1,0,0,4.48,0,0,0,0,0,0
2008 - Bond Nik & Hollis Tom,2008,1,0,0,0,0,0,21.68,0,0,0
2008 - Bones Simon & Nield Jon,2008,3,3.23,4.22,5.33,0,0,0,0,0,0
2008 - Bosdijk Joosa & Goode Alan,2008,1,2.45,0,0,0,0,0,0,0,0
2008 - Bowditch Ian & Boxall Andy,2008,1,0,0,3.63,0,0,0,0,0,0
2008 - bowditch Ian & Smith Jane,2008,1,0,3.02,0,0,0,0,0,0,0
2008 - Bowers Helen & Casey Helen,2008,1,0,5.23,0,0,0,0,0,0,0
2008 - Bowes Simon & Nield Jon,2008,1,0,0,0,0,0,0,25.78,0,0
2008 - Bowles Phil,2008,1,2.5,0,0,0,0,0,0,0,0
2008 - Bowman James & Flint Edward,2008,1,0,0,0,0,0,21.3,0,0,0
2008 - Bowtham James & Flint Edward,2008,1,0,0,0,6.55,0,0,0,0,0
2008 - Bowtham James & Funt Edward,2008,1,2.57,0,0,0,0,0,0,0,0
2008 - Boxall Andrew & Dobbs John,2008,1,0,0,0,0,22.77,0,0,0,0
2008 - Boxall Andy & Dobbs John,2008,2,2.22,2.83,0,0,0,0,0,0,0
2008 - Bradley David & Vinall Steven,2008,3,2.85,0,4.62,0,27.58,0,0,0,0
2008 - Bragg Mark,2008,3,0,0,3.55,5.37,0,0,0,0,18.43
2008 - Bragg Mark & Moessner Susi,2008,2,2.12,2.7,0,0,0,0,0,0,0
2008 - Brett Jim & Surrage Paul,2008,1,0,3.43,0,0,0,0,0,0,0
2008 - Brignall Briggers & Mellors Guy,2008,3,2.45,2.97,3.82,0,0,0,0,0,0
2008 - Brooks Ed & Cannon Dominic,2008,1,1.95,0,0,0,0,0,0,0,0
2008 - Brooks Edward & Cannon Dominic,2008,1,0,0,0,0,0,18.5,0,0,0
2008 - Brough Edward & Middleton David,2008,4,2.65,3.62,4.53,0,0,23.65,0,0,0
2008 - Brown A & Riggough-Allen Mike,2008,2,0,0,4.53,6.28,0,0,0,0,0
2008 - Brown Andrew & Steed Mark,2008,2,3.57,0,0,0,0,0,27.83,0,0
2008 - Brown Cameron & O'Neill Laurence,2008,1,0,0,0,0,0,22.52,0,0,0
2008 - Brown Cameron & ONeill Larence,2008,3,2.6,0,4.43,7,0,0,0,0,0
2008 - Brown Dan & Lang Dave,2008,1,2.2,0,0,0,0,0,0,0,0
2008 - Brown Edward & Spink Barnaby,2008,4,2.85,3.52,4.43,0,0,24.67,0,0,0
2008 - Brown Hayden & Riggough-Allen Michael,2008,1,0,0,0,0,0,20.27,0,0,0
2008 - Brown Martin & Richardson Tony,2008,1,2.97,0,0,0,0,0,0,0,0
2008 - Brown Martin & Vallely Tye,2008,1,0,0,0,0,23.38,0,0,0,0
2008 - Brown Matthew,2008,1,2.25,0,0,0,0,0,0,0,0
2008 - Brown Philip & Slade Tim,2008,5,2.42,2.97,3.92,6.17,0,0,0,0,0
2008 - Buckland-Wilson Bruce & Illman James,2008,4,2.38,3.15,0,6.42,0,21.18,0,0,0
2008 - Buckle Ben & Reavely Paul,2008,1,0,0,4.52,0,0,0,0,0,0
2008 - Buckle Benjamin & Reavley Paul,2008,1,0,0,0,0,26.73,0,0,0,0
2008 - Buckley Rob & Dutton Charlie,2008,2,2.42,0,3.9,0,0,0,0,0,0
2008 - Budden Kelly & Riddiough-A Mike,2008,1,3.02,0,0,0,0,0,0,0,0
2008 - Burch Paul & Foy Rob,2008,1,0,0,0,0,29.57,0,0,0,0
2008 - Burden Nick & Gore David,2008,1,0,4.18,0,0,0,0,0,0,0
2008 - Burgoyne Paul,2008,6,1.85,2.32,3.23,4.82,0,0,0,0,16.63
2008 - Burl Eric & Davies Christopher,2008,1,0,0,0,0,29.85,0,0,0,0
2008 - Burnett Shelley & Owen Kate,2008,1,0,0,0,0,0,29.4,0,0,0
2008 - Butler Billy & Rigge Anna,2008,1,0,3.12,0,0,0,0,0,0,0
2008 - Butler Billy & Simmons Tom,2008,1,0,0,0,0,0,0,18.58,0,0
2008 - Buttler Billy,2008,1,0,0,0,5.97,0,0,0,0,0
2008 - Buxton Barry & Hubery Simon,2008,1,0,0,0,0,19.25,0,0,0,0
2008 - Buxton Baz & Orr Dave,2008,6,2.53,2.97,3.68,5.75,0,0,0,0,0
2008 - Byrne Rhys & Dawes Freddie,2008,3,2.63,0,4.22,6.38,0,0,0,0,0
2008 - Byrne Rhys & Dawes Freddy,2008,1,0,0,0,0,0,20.08,0,0,0
2008 - Callaghan Shaun,2008,1,0,0,0,0,0,0,0,0,27.05
2008 - Cambell Rob & Dale Simm,2008,3,2.53,3.23,4.25,0,0,0,0,0,0
2008 - Cambell Rob & Dale Simon,2008,2,0,0,0,6.47,0,0,0,0,0
2008 - Camp Niel & Marsh Kevin,2008,1,2.37,0,0,0,0,0,0,0,0
2008 - Campbell Derek & Cox Jamie,2008,5,2.22,2.97,3.9,6.1,0,0,0,0,0
2008 - Campbell Robert H,2008,1,0,0,0,0,0,0,0,0,24.18
2008 - Candy Ben & Lucas Dominique,2008,1,0,0,3.95,0,0,0,0,0,0
2008 - Cannon Dominic,2008,2,0,3.05,3.92,0,0,0,0,0,0
2008 - Capey Steve & Turner Mark,2008,1,0,0,0,6.65,0,0,0,0,0
2008 - Carne Charlie & Powell Oliver,2008,1,0,0,0,0,0,20.95,0,0,0
2008 - Carne Charlie & Powess Oliver,2008,5,2.53,3.12,4.13,6.35,0,0,0,0,0
2008 - Carpenter Debbie & Smith Howard,2008,1,0,3.85,0,0,0,0,0,0,0
2008 - Carpenter Mike & Worth Andy,2008,3,2.05,2.65,3.58,0,0,0,0,0,0
2008 - Cary Alexander & Krasovitskiy George,2008,4,2.27,3.15,0,6.62,0,21.45,0,0,0
2008 - Catchlove Mathew & Catchlove Robin,2008,2,2.17,2.88,0,0,0,0,0,0,0
